Date,AGG,GLD,SPY,BTC-USD
2023-11-14,91.4513168334961,182.1199951171875,442.7430114746094,35537.640625
2023-11-15,90.88414001464844,181.63999938964844,443.6802978515625,37880.58203125
2023-11-16,91.38402557373047,183.69000244140625,444.2229919433594,36154.76953125
2023-11-17,91.56669616699219,183.6699981689453,444.7755126953125,36596.68359375
2023-11-20,91.71088409423828,183.3699951171875,448.1991882324219,37476.95703125
2023-11-21,91.8070068359375,185.35000610351562,447.2224426269531,35813.8125
2023-11-22,91.8935317993164,184.55999755859375,448.9490661621094,37432.33984375
2023-11-24,91.47054290771484,185.52000427246094,449.225341796875,37720.28125
2023-11-27,91.98966217041016,186.77000427246094,448.416259765625,37254.16796875
2023-11-28,92.3934326171875,189.25999450683594,448.86029052734375,37831.0859375
2023-11-29,92.8452377319336,189.5399932861328,448.54449462890625,37858.4921875
2023-11-30,92.5376205444336,188.75,450.3106384277344,37712.74609375
2023-12-01,93.35130310058594,192.00999450683594,452.9746398925781,38688.75
2023-12-04,92.99459838867188,187.86000061035156,450.5967712402344,41980.09765625
2023-12-05,93.61160278320312,187.14999389648438,450.50799560546875,44080.6484375
2023-12-06,93.85262298583984,187.83999633789062,448.6925354003906,43746.4453125
2023-12-07,93.88154602050781,188.14999389648438,452.1162414550781,43292.6640625
2023-12-08,93.40914916992188,185.63999938964844,454.0599365234375,44166.6015625
2023-12-11,93.4188003540039,183.58999633789062,455.8260803222656,41243.83203125
2023-12-12,93.69837188720703,183.49000549316406,457.9079284667969,41450.22265625
2023-12-13,94.87454986572266,187.6300048828125,464.2225341796875,42890.7421875
2023-12-14,95.64027404785156,188.72999572753906,465.71240234375,43023.97265625
2023-12-15,95.41791534423828,187.0,464.9455871582031,41929.7578125
2023-12-18,95.22453308105469,187.85000610351562,467.5609436035156,42623.5390625
2023-12-19,95.3405532836914,189.1300048828125,470.40411376953125,42270.52734375
2023-12-20,95.68862915039062,188.10000610351562,463.8856201171875,43652.25
2023-12-21,95.67894744873047,189.42999267578125,468.28411865234375,43869.15234375
2023-12-22,95.55326843261719,190.27000427246094,469.2252502441406,43997.90234375
2023-12-26,95.74663543701172,191.72000122070312,471.2065734863281,42520.40234375
2023-12-27,96.3557357788086,192.58999633789062,472.0585632324219,43442.85546875
2023-12-28,96.1430435180664,191.47000122070312,472.23687744140625,42627.85546875
2023-12-29,95.95934295654297,191.1699981689453,470.8697509765625,42099.40234375
2024-01-02,95.50492095947266,190.72000122070312,468.23455810546875,44957.96875
2024-01-03,95.55326843261719,189.1300048828125,464.4106750488281,42848.17578125
2024-01-04,95.16653442382812,189.32000732421875,462.9147644042969,44179.921875
2024-01-05,94.94415283203125,189.35000610351562,463.5487976074219,44162.69140625
2024-01-08,95.30188751220703,187.8699951171875,470.1663818359375,46970.50390625
2024-01-09,95.28255462646484,187.92999267578125,469.4530944824219,46139.73046875
2024-01-10,95.09883880615234,187.5,472.1080627441406,46627.77734375
2024-01-11,95.64027404785156,187.8699951171875,471.9000549316406,46368.5859375
2024-01-12,95.8143081665039,189.7100067138672,472.2269592285156,42853.16796875
2024-01-16,95.09883880615234,187.91000366210938,470.4932556152344,43154.9453125
2024-01-17,94.8377914428711,185.83999633789062,467.8779602050781,42742.65234375
2024-01-18,94.75078582763672,187.3699951171875,472.0387268066406,41262.05859375
2024-01-19,94.77011108398438,187.92999267578125,477.9232177734375,41618.40625
2024-01-22,94.94415283203125,187.22000122070312,478.9337158203125,39507.3671875
2024-01-23,94.71210479736328,187.9499969482422,480.3305358886719,39845.55078125
2024-01-24,94.49940490722656,186.39999389648438,480.8555908203125,40077.07421875
2024-01-25,94.9248275756836,187.13999938964844,483.4709167480469,39933.80859375
2024-01-26,94.81846618652344,187.00999450683594,482.8567199707031,41816.87109375
2024-01-29,95.1955337524414,188.3300018310547,486.68060302734375,43288.24609375
2024-01-30,95.37923431396484,188.58999633789062,486.30419921875,42952.609375
2024-01-31,95.8143081665039,188.4499969482422,478.3690185546875,42582.60546875
2024-02-01,96.36026763916016,190.41000366210938,484.6300048828125,43075.7734375
2024-02-02,95.47782135009766,188.61000061035156,489.7319030761719,43185.859375
2024-02-05,94.69235229492188,187.57000732421875,487.9486999511719,42658.66796875
2024-02-06,95.1869125366211,188.5500030517578,489.3653564453125,43084.671875
2024-02-07,94.99296569824219,188.5,493.44683837890625,44318.22265625
2024-02-08,94.7020492553711,188.3300018310547,493.664794921875,45301.56640625
2024-02-09,94.67295837402344,187.60000610351562,496.5179138183594,47147.19921875
2024-02-12,94.69235229492188,187.11000061035156,496.2999572753906,49958.22265625
2024-02-13,93.81961059570312,184.52999877929688,489.4643859863281,49742.44140625
2024-02-14,94.2365951538086,184.4199981689453,493.9124450683594,51826.6953125
2024-02-15,94.45962524414062,185.66000366210938,497.3203430175781,51938.5546875
2024-02-16,94.15901947021484,186.33999633789062,494.8436584472656,52160.203125
2024-02-20,94.24629211425781,187.47000122070312,492.119384765625,52284.875
